X,Y,OBJECTID,Fuel_Type_Code,Station_Name,Street_Address,Intersection_Directions,City,State,ZIP,Station_Phone,Expected_Date,Groups_With_Access_Code,Access_Days_Time,Cards_Accepted,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,EV_Network,EV_Network_Web,Latitude,Longitude,Date_Last_Confirmed,ID,Updated_At,Federal_Agency_Name,Open_Date,EV_Connector_Types,Access_Code,Access_Detail_Code,Facility_Type,EV_Pricing,EV_On_Site_Renewable_Source
-76.780879,39.1743240000001,719,ELEC,Howard Square Apartments - Verde West,7604 Hearthside Way,,Elkridge,MD,21075,443-820-3566,,Public,24 hours daily,,,2,,Non-Networked,,39.174324,-76.780879,2020/11/09 00:00:00+00,154740,2021/03/11 23:22:17,,,J1772,public,,MULTI_UNIT_DWELLING,Free,
-76.779284,39.175034,720,ELEC,Howard Square Apartments - Verde East,7710 Hearthside Way,,Elkridge,MD,21075,443-820-3566,,Public,24 hours daily,,,2,,Non-Networked,,39.175034,-76.779284,2020/11/09 00:00:00+00,154741,2021/03/11 23:22:17,,,J1772,public,,MULTI_UNIT_DWELLING,Free,
-78.328618197,39.704100709,721,ELEC,Oak Barrel Café,35206 National Pike NE,,Little Orleans,MD,21766,301-478-2727,,Public,24 hours daily,,,3,,Non-Networked,,39.7041007090659,-78.3286181974144,2021/09/10 00:00:00+00,154744,2022/02/10 19:42:29,,,J1772,public,,RESTAURANT,Free,
-77.1845173,39.1134145,722,ELEC,MOM's Organic Market - Gaithersburg,10 Upper Rock Circle,,Rockville,MD,20850,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,39.1134145,-77.1845173,2022/08/18 00:00:00+00,154769,2022/08/18 00:33:12,,,J1772,public,,,FREE,
-76.589262,39.281326,723,ELEC,UNION WHARF UNION WHARF 3,915 S Wolfe St,,Baltimore,MD,21231,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.281326,-76.589262,2022/08/18 00:00:00+00,154814,2022/08/18 01:15:40,,,J1772,public,,,,
-76.70764,38.9565170000001,724,ELEC,Main,4961 Tesla Drive,,Bowie,MD,20715,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,1,,SemaCharge Network,https://semaconnect.com/,38.956517,-76.70764,2022/08/18 00:00:00+00,155110,2022/08/18 00:33:12,,,J1772,public,,,FREE,
-77.547636,39.4430150000001,725,ELEC,POTOMAC EDISON MIDDLETOWN,119 Washington St,,Middletown,MD,21769,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.443015,-77.547636,2022/08/18 00:00:00+00,155182,2022/08/18 01:15:59,,,J1772,public,,,,
-77.404906,39.4117900000001,726,ELEC,POTOMAC EDISON MARC TRAIN,155 B and O Ave,,Frederick,MD,21701,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.41179,-77.404906,2022/08/18 00:00:00+00,155183,2022/08/18 01:15:58,,,J1772,public,,,,
-76.1868899999999,39.53067,727,ELEC,BGE-Ripken Stadium,873 Long Dr,,Aberdeen,MD,21001,855-900-7584,,Public,24 hours daily,,,14,4,Greenlots,http://greenlots.com/,39.53067,-76.18689,2022/08/18 00:00:00+00,155229,2022/08/18 01:39:28,,,CHADEMO J1772 J1772COMBO,public,,,,
-76.8648439999999,39.6376740000001,728,ELEC,BGE-N Carroll Branch Library,2255 Hanover Pike,,Hampstead,MD,21074,855-900-7584,,Public,24 hours daily,,,6,,Greenlots,http://greenlots.com/,39.637674,-76.864844,2022/08/18 00:00:00+00,155251,2022/08/18 01:39:29,,,J1772,public,,,,
-76.644954,39.3185250000001,729,ELEC,Rawlings Conservatory and Botanic Gardens,3100 Swann Dr,,Baltimore,MD,21217,410-396-0008,,Public,24 hours daily,,,3,,Non-Networked,,39.318525,-76.644954,2020/11/09 00:00:00+00,156047,2021/03/11 23:22:17,,,J1772,public,,PARK,Free,
-76.621094,39.279097,730,ELEC,M&T Bank Stadium - Parking Lot C,1101 Russell St,,Baltimore,MD,21230,410-685-1109,,Public,Parking lot hours,,,2,,Non-Networked,,39.279097,-76.621094,2021/09/10 00:00:00+00,156122,2022/02/10 19:42:29,,,J1772,public,,STADIUM,Parking fee,
-76.941805,38.952683,731,ELEC,City of Hyattsville,4310 Gallatin St,,Hyattsville,MD,20781,410-685-1109,,Public,24 hours daily,,,,2,Non-Networked,,38.952683,-76.941805,2021/09/10 00:00:00+00,156123,2022/02/10 19:42:29,,,CHADEMO J1772COMBO,public,,MUNI_GOV,,
-75.823919,38.485467,732,ELEC,Nanticoke River Discovery Center,113 Old Ocean Gateway,,Vienna,MD,21869,443-944-1175,,Public,24 hours daily,,,2,4,Non-Networked,,38.485467,-75.823919,2021/09/10 00:00:00+00,156124,2022/02/10 19:42:29,,,CHADEMO J1772 J1772COMBO,public,,MUSEUM,,
-76.097537,39.552468,733,ELEC,BGE-HDG Park And Ride,816 Otsego St,,Havre de Grace,MD,21903,855-900-7584,,Public,24 hours daily,,,6,,Greenlots,http://greenlots.com/,39.552468,-76.097537,2022/08/18 00:00:00+00,156159,2022/08/18 01:39:31,,,J1772,public,,,,
-76.0958869999999,39.549089,734,ELEC,BGE-HDG City Hall,711 Pennington Ave,,Havre de Grace,MD,21078,855-900-7584,,Public,24 hours daily,,,4,1,Greenlots,http://greenlots.com/,39.549089,-76.095887,2022/08/18 00:00:00+00,156160,2022/08/18 01:39:32,,,CHADEMO J1772 J1772COMBO,public,,,,
-76.4348439999999,39.5280210000001,735,ELEC,BGE-Veronica Center,1707 Fallston Road,,Fallston,MD,21047,855-900-7584,,Public,24 hours daily,,,8,,Greenlots,http://greenlots.com/,39.528021,-76.434844,2022/08/18 00:00:00+00,156162,2022/08/18 01:39:32,,,J1772,public,,,,
-76.347312,39.5340870000001,736,ELEC,BGE-Harford County Govt,220 S Main St,,Belair,MD,21014,855-900-7584,,Public,24 hours daily,,,,4,Greenlots,http://greenlots.com/,39.534087,-76.347312,2022/08/18 00:00:00+00,156164,2022/08/18 01:39:32,,,CHADEMO J1772COMBO,public,,,,
-77.2854829999999,39.229837,737,ELEC,"Clarksburg Premium Outlets (Clarksburg, MD)",22705 Clarksburg Road,,Clarksburg,MD,20841,833-632-2778,,Public,24 hours daily,,,,4,Electrify America,https://www.electrifyamerica.com/,39.229837,-77.285483,2022/08/18 00:00:00+00,156168,2022/08/18 01:42:33,,,CHADEMO J1772COMBO,public,,,,
-76.735745,38.9448790000001,738,ELEC,"Bowie Town Center (Bowie, MD)",15606 Emerald Way,,Bowie,MD,20716,833-632-2778,,Public,24 hours daily,,,1,3,Electrify America,https://www.electrifyamerica.com/,38.944879,-76.735745,2022/08/18 00:00:00+00,156216,2022/08/18 01:42:33,,,CHADEMO J1772 J1772COMBO,public,,,,
-76.046307,38.5612630000001,739,ELEC,"Hyatt Regency Chesapeake Bay Golf Resort, Spa And Marina",100 Heron Blvd,,Cambridge,MD,21613,410-901-1234,,Public,"24 hours daily; guest use only",,,2,,Non-Networked,,38.561263,-76.046307,2021/09/10 00:00:00+00,156254,2022/04/28 20:01:31,,,J1772,public,,HOTEL,,
-77.4158389999999,39.423189,740,ELEC,Frederick Health Hospital,400 W 7th St,,Frederick,MD,21701,240-566-3300,,Public,"24 hours daily; guests only",,,5,,Non-Networked,,39.423189,-77.415839,2021/09/10 00:00:00+00,156256,2022/02/10 19:42:29,,,J1772,public,,HOSPITAL,Free,
-77.185306,39.0994430000001,741,ELEC,Pepco - Thomas Farm Community,700 Fallsgrove Dr,,Rockville,MD,20850,855-900-7584,,Public,24 hours daily,,,2,2,Greenlots,http://greenlots.com/,39.099443,-77.185306,2022/08/18 00:00:00+00,156818,2022/08/18 01:39:26,,,CHADEMO J1772 J1772COMBO,public,,,,
-76.44597,39.3678870000001,742,ELEC,"CarMax - White Marsh, MD",10201 Philadelphia Rd,,White Marsh,MD,21162,410-931-6500,,Public,24 hours daily,,,2,,Non-Networked,,39.367887,-76.44597,2021/10/12 00:00:00+00,157950,2022/02/10 19:42:29,,,J1772,public,,CAR_DEALER,,
-76.8451133999999,38.9148413,743,ELEC,Department of Environment,1801 McCormick Drive,,Upper Marlboro,MD,20774,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,38.9148413,-76.8451134,2022/08/18 00:00:00+00,158474,2022/08/18 00:33:12,,,J1772,public,,,$0.00-$1.00/Hr Variable Parking Fee,
-76.7077063999999,38.9570814,744,ELEC,SemaConnect US HQ,4961 Tesla Dr,8 Stations in Front of Suite C,Bowie,MD,20715,800-663-5633,,Public,"MO: 12:00am-06:00pm; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 06:00am-07:00pm",,,5,,SemaCharge Network,https://semaconnect.com/,38.9570814,-76.7077064,2022/08/18 00:00:00+00,158503,2022/08/18 00:33:12,,,J1772,public,,,"$0.00-$4.00/Hr Variable Parking Fee, $0.00-$1.00/kWh Variable Energy Fee",
-77.0979139999999,38.9818490000001,745,ELEC,Bethesda Row,4950 Elm Street,"Private garage
",Bethesda,MD,20814,888-998-2546,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,Blink Network,http://www.blinkcharging.com/,38.981849,-77.097914,2022/08/17 00:00:00+00,158661,2022/08/17 22:55:12,,,J1772,public,,,Level 2: $0.03 per 30 seconds,
-77.193187,39.422059,746,ELEC,Linganore Winecellars - Tesla Destination,13601 Glissans Mill Rd,,Mt Airy,MD,21771,877-798-3752  877-798-3752,,Public,"24 hours daily; for customer use only; see front desk for access",,,4,,Tesla Destination,https://www.tesla.com/destination-charging,39.422059,-77.193187,2020/11/03 00:00:00+00,163348,2021/03/11 23:22:17,,,TESLA,public,,BREWERY_DISTILLERY_WINERY,Free,
-76.817224,39.192752,747,ELEC,BGE - Ascend One,8930 Stanford Blvd,,Columbia,MD,21045,855-900-7584,,Public,24 hours daily,,,6,4,Greenlots,http://greenlots.com/,39.192752,-76.817224,2022/08/18 00:00:00+00,163621,2022/08/18 01:39:36,,,CHADEMO J1772 J1772COMBO,public,,,,
-77.0207609999999,39.304585,748,ELEC,BGE-HCLS Glenwood,2350 Roxbury Mills Rd,,Columbia,MD,21723,855-900-7584,,Public,24 hours daily,,,6,1,Greenlots,http://greenlots.com/,39.304585,-77.020761,2022/08/18 00:00:00+00,163651,2022/08/18 01:39:37,,,CHADEMO J1772 J1772COMBO,public,,,,
-76.917107,39.5179410000001,749,ELEC,BGE-Finksburg Library,2265 Old Westminster Pike,,Finksburg,MD,21048,855-900-7584,,Public,24 hours daily,,,4,1,Greenlots,http://greenlots.com/,39.517941,-76.917107,2022/08/18 00:00:00+00,163719,2022/08/18 01:39:39,,,CHADEMO J1772 J1772COMBO,public,,,,
-76.862262,39.2063420000001,750,ELEC,JUNIPER STATION 7,6000 Merriweather Dr,,Columbia,MD,21044,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.206342,-76.862262,2022/08/18 00:00:00+00,163734,2022/08/18 01:16:41,,,J1772,public,,,,
-76.896737,39.0887270000001,751,ELEC,BGE-WSSC HQ,14501 Sweitzer Lane,,Laurel,MD,20707,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,39.088727,-76.896737,2022/08/18 00:00:00+00,163739,2022/08/18 01:39:37,,,J1772,public,,,,
-77.1260282,39.0480505,752,ELEC,6116 Executive Blvd,6116 Executive Boulevard,,Rockville,MD,20852,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,6,,SemaCharge Network,https://semaconnect.com/,39.0480505,-77.1260282,2022/08/18 00:00:00+00,163825,2022/08/18 00:33:12,,,J1772,public,,,FREE,
-76.975181,39.019754,753,ELEC,Home2 Suites,1701 Elton Rd,,Silver Sping,MD,20903,866-816-7584,,Public - Credit card at all times,24 hours daily,A D Debit M V,,4,,EV Connect,http://evconnect.com/,39.019754,-76.975181,2021/11/04 00:00:00+00,163940,2022/08/18 17:56:39,,,J1772,public,CREDIT_CARD_ALWAYS,MULTI_UNIT_DWELLING,,
-77.145778,39.375592,754,ELEC,Watkins Park,615 Center St,,Mt. Airy,MD,21771,301-829-1424,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,Non-Networked,,39.375592,-77.145778,2021/10/12 00:00:00+00,163995,2022/02/10 19:42:29,,,TESLA,public,CREDIT_CARD_ALWAYS,PARK,,
-76.443119,39.373861,755,ELEC,Royal Farms - Tesla Supercharger,5360 Nottingham Drive,,White Marsh,MD,21162,877-798-3752,,Public,"24 hours daily; for Tesla use only",,,,8,Tesla,https://www.tesla.com/supercharger,39.373861,-76.443119,2021/10/11 00:00:00+00,163996,2021/11/04 18:37:47,,,TESLA,public,,GAS_STATION,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",
-76.598001,39.4032930000001,756,ELEC,Towson Town Center,825 Dulaney Valley Rd,,Towson,MD,21204,888-264-2208,,Public,6am-12pm daily,,,4,,Volta,https://voltacharging.com/,39.403293,-76.598001,2022/05/05 00:00:00+00,164008,2022/05/05 20:22:04,,,J1772,public,,PARKING_LOT,,
-76.6008889999999,39.404458,757,ELEC,Towson Town Center,825 Dulaney Valley Rd,,Towson,MD,21204,888-264-2208,,Public,6am-12pm daily,,,2,,Volta,https://voltacharging.com/,39.404458,-76.600889,2022/05/05 00:00:00+00,164009,2022/05/05 20:22:04,,,J1772,public,,PARKING_LOT,,
-76.600159,39.4032480000001,758,ELEC,Towson Town Center,825 Dulaney Valley Rd,,Towson,MD,21204,888-264-2208,,Public,6am-12pm daily,,,4,,Volta,https://voltacharging.com/,39.403248,-76.600159,2022/05/05 00:00:00+00,164010,2022/05/05 20:22:04,,,J1772,public,,PARKING_LOT,,
-76.75303,39.2818830000001,759,ELEC,Giant Food - Catonsville,6223 Baltimore National Pike,,Catonsville,MD,21228,888-264-2208,,Public,6am-12pm daily,,,2,,Volta,https://voltacharging.com/,39.281883,-76.75303,2021/06/07 00:00:00+00,164011,2022/02/10 19:42:29,,,J1772,public,,GROCERY,,
-76.8434695999999,38.9135370000001,760,ELEC,PGC 9400 Peppercorn,9400 Peppercorn Place,,Upper Marlboro,MD,20774,800-663-5633,,Public,"MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am",,,3,,SemaCharge Network,https://semaconnect.com/,38.913537,-76.8434696,2022/08/18 00:00:00+00,164061,2022/08/18 00:33:12,,,J1772,public,,,$1.00/Hr Parking Fee,
-76.947254,39.0811390000001,761,ELEC,Sport Chevrolet,3101 Automobile Blvd,,Silver Spring,MD,20904,301-281-6852,,Public,Dealership business hours,,,8,1,Non-Networked,,39.081139,-76.947254,2021/09/10 00:00:00+00,164188,2022/02/10 19:42:29,,,J1772 J1772COMBO,public,,CAR_DEALER,Level 2: Free,
-76.858313,39.211191,762,ELEC,BGE-HCLS Central,10375 Little Patuxent Pkwy,,Columbia,MD,21044,855-900-7584,,Public,24 hours daily,,,6,,Greenlots,http://greenlots.com/,39.211191,-76.858313,2022/08/18 00:00:00+00,164246,2022/08/18 01:39:37,,,J1772,public,,,,
-76.6169469,39.2761340000001,763,ELEC,Hanover Cross Street,101 West Cross Street,,Baltimore,MD,21230,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,39.276134,-76.6169469,2022/08/18 00:00:00+00,164349,2022/08/18 00:33:12,,,J1772,public,,,FREE,
-76.69399,39.19239,764,ELEC,MTA MARC BWI56,BWI Amtrak/MARC Station-7 Amtrak Way,,BWI Airport,MD,21240,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.19239,-76.69399,2022/08/18 00:00:00+00,164492,2022/08/18 01:13:34,,,J1772,public,,,,
-76.6750939999999,39.203723,765,ELEC,ELEMENT ELEMENT 01,811 Concorde Cir,,Linthicum Heights,MD,21090,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.203723,-76.675094,2022/08/18 00:00:00+00,164523,2022/08/18 01:14:58,,,J1772,public,,,,
-76.960056,38.934425,766,ELEC,Pepco - 35th Street,3526-A 35th Street,,Mount Rainier,MD,20712,855-900-7584,,Public,24 hours daily,,,3,,Greenlots,http://greenlots.com/,38.934425,-76.960056,2022/08/18 00:00:00+00,165073,2022/08/18 01:39:43,,,J1772,public,,,,
-76.6114889999999,39.2874150000001,767,ELEC,The Gallery at Harborplace,111 S Calvert St,,Baltimore,MD,21202,888-264-2208,,Public,6am-12am daily,,,12,,Volta,https://voltacharging.com/,39.287415,-76.611489,2021/04/08 00:00:00+00,165149,2022/02/10 19:42:29,,,J1772,public,,SHOPPING_MALL,,
-77.1166479999999,39.050377,768,ELEC,Pike & Rose,11580 Old Georgetown Rd,,North Bethesda,MD,20852,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.050377,-77.116648,2021/04/08 00:00:00+00,165150,2022/02/10 19:42:29,,,J1772,public,,PAY_LOT,,
-76.0616229999999,38.759287,769,ELEC,Royal Farms - Tesla Supercharger,7655 Ocean Gateway,,Easton,MD,21601,877-798-3752,,Public,"24 hours daily; for Tesla use only",,,,8,Tesla,https://www.tesla.com/supercharger,38.759287,-76.061623,2021/10/11 00:00:00+00,165577,2021/11/04 18:37:47,,,TESLA,public,,,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",
-76.7372061999999,39.2105483,770,ELEC,Elkridge Fire Station #1,5700 Rowanberry Drive,,Elkridge,MD,21075,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,39.2105483,-76.7372062,2022/08/18 00:00:00+00,165842,2022/08/18 00:33:12,,,J1772,public,,,FREE,
-76.8608369999999,39.206243,771,ELEC,HHC COLUMBIA STATION 10,6100 Merriweather Dr,,Columbia,MD,21044,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.206243,-76.860837,2022/08/18 00:00:00+00,166197,2022/08/18 01:10:14,,,J1772,public,,,,
-77.2731464999999,39.1769948,772,ELEC,Wood Partners,19550 Waters Rd,,Germantown,MD,20874,866-816-7584,,Public - Credit card at all times,"24 hours daily; Also accepts Paypal",A D M V,,2,,EV Connect,http://evconnect.com/,39.1769948,-77.2731465,2020/10/09 00:00:00+00,166671,2021/03/11 23:22:17,,,J1772,public,CREDIT_CARD_ALWAYS,MULTI_UNIT_DWELLING,,
-76.4869899999999,38.9486180000001,773,ELEC,Giant Food - Bay Ridge,948 Bay Ridge Rd,,Annapolis,MD,21403,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,38.948618,-76.48699,2021/04/08 00:00:00+00,166735,2022/02/10 19:42:29,,,J1772,public,,GROCERY,,
-76.542316,39.372352,774,ELEC,Parkville Shopping Center,7709 Harford Rd,,Parkville,MD,21234,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.372352,-76.542316,2021/04/08 00:00:00+00,166736,2022/02/10 19:42:29,,,J1772,public,,SHOPPING_MALL,,
-76.858822,39.2150820000001,775,ELEC,The Mall in Columbia,10300 Little Patuxent Pkwy,,Columbia,MD,21044,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.215082,-76.858822,2022/05/05 00:00:00+00,166737,2022/05/05 20:22:04,,,J1772,public,,SHOPPING_MALL,,
-76.859204,39.2171710000001,776,ELEC,The Mall in Columbia,10300 Little Patuxent Pkwy,,Columbia,MD,21044,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.217171,-76.859204,2022/05/05 00:00:00+00,166738,2022/05/05 20:22:04,,,J1772,public,,SHOPPING_MALL,,
-76.8605249999999,39.217499,777,ELEC,The Mall in Columbia,10300 Little Patuxent Pkwy,,Columbia,MD,21044,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.217499,-76.860525,2022/05/05 00:00:00+00,166739,2022/05/05 20:22:04,,,J1772,public,,SHOPPING_MALL,,
-76.8613369999999,39.2178240000001,778,ELEC,The Mall in Columbia,10300 Little Patuxent Pkwy,,Columbia,MD,21044,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.217824,-76.861337,2022/05/05 00:00:00+00,166740,2022/05/05 20:22:04,,,J1772,public,,SHOPPING_MALL,,
-76.863927,39.216554,779,ELEC,The Mall in Columbia,10300 Little Patuxent Pkwy,,Columbia,MD,21044,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.216554,-76.863927,2022/05/05 00:00:00+00,166741,2022/05/05 20:22:04,,,J1772,public,,SHOPPING_MALL,,
-76.86278,39.2158840000001,780,ELEC,The Mall in Columbia,10300 Little Patuxent Pkwy,,Columbia,MD,21044,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.215884,-76.86278,2022/05/05 00:00:00+00,166742,2022/05/05 20:22:04,,,J1772,public,,SHOPPING_MALL,,
-76.861564,39.2142830000001,781,ELEC,The Mall in Columbia,10300 Little Patuxent Pkwy,,Columbia,MD,21044,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.214283,-76.861564,2022/05/05 00:00:00+00,166743,2022/05/05 20:22:04,,,J1772,public,,SHOPPING_MALL,,
-77.2178479999999,39.1439090000001,782,ELEC,Giant Food #150- Bureau Drive,46 Bureau Dr,,Gaithersburg,MD,20878,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.143909,-77.217848,2022/05/05 00:00:00+00,166744,2022/05/05 20:22:04,,,J1772,public,,GROCERY,,
-77.152407,39.0925130000001,783,ELEC,Giant Food #319-Hungerford Dr,625 Hungerford Dr,,Rockville,MD,20850,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.092513,-77.152407,2022/05/05 00:00:00+00,166745,2022/05/05 20:22:04,,,J1772,public,,GROCERY,,
-77.20931,39.016895,784,ELEC,Potomac Village Shopping Center,10100 River Rd,,Potomac,MD,20854,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.016895,-77.20931,2022/05/05 00:00:00+00,166746,2022/05/05 20:22:04,,,J1772,public,,SHOPPING_MALL,,
-79.342388,39.5621640000001,785,ELEC,POTOMAC EDISON GARRETT COLLEGE,687 Mosser Rd,,McHenry,MD,21541,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.562164,-79.342388,2022/08/18 00:00:00+00,166819,2022/08/18 01:19:17,,,J1772,public,,,,
-76.722876,39.1588190000001,786,ELEC,"Simon Arundel Mills (Hanover, MD)",7000 ARUNDEL MILLS CIRCLE,,Hanover,MD,21076,833-632-2778,,Public,24 hours daily,,,,6,Electrify America,https://www.electrifyamerica.com/,39.158819,-76.722876,2022/08/18 00:00:00+00,166909,2022/08/18 01:42:40,,,CHADEMO J1772COMBO,public,,,,
-78.731305,39.6516820000001,787,ELEC,POTOMAC EDISON ALLEGANY COLLEG,12401 Willowbrook Rd,,Cumberland,MD,21502,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.651682,-78.731305,2022/08/18 00:00:00+00,166917,2022/08/18 01:19:27,,,J1772,public,,,,
-76.837052,39.2154370000001,788,ELEC,HOWARD COUNTY BLANDAIR PARK 1,5685 Oakland Mills Rd,,Columbia,MD,21045,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.215437,-76.837052,2022/08/18 00:00:00+00,167002,2022/08/18 01:19:26,,,J1772,public,,,,
-75.602805,38.364827,789,ELEC,DPL - Salisbury Parking lot 15,218 W Main St,,Salisbury,MD,21801,855-900-7584,,Public,24 hours daily,,,4,,Greenlots,http://greenlots.com/,38.364827,-75.602805,2022/08/18 00:00:00+00,167152,2022/08/18 01:39:44,,,J1772,public,,,,
-76.637462,39.13757,790,ELEC,BGE Aquatic Center,7888 Crain Highway,,Glen Burnie,MD,21061,855-900-7584,,Public,24 hours daily,,,4,4,Greenlots,http://greenlots.com/,39.13757,-76.637462,2022/08/18 00:00:00+00,167186,2022/08/18 01:39:45,,,CHADEMO J1772 J1772COMBO,public,,,,
-76.606173,39.2884530000001,791,ELEC,HARBOR PARK HARBOR PARK 6,55 Market Pl,,Baltimore,MD,21202,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.288453,-76.606173,2022/08/18 00:00:00+00,167209,2022/08/18 01:15:28,,,J1772,public,,,,
-76.606481,39.288056,792,ELEC,HARBOR PARK HARBOR PARK 1,55 Market Place,,Baltimore,MD,21201,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.288056,-76.606481,2022/08/18 00:00:00+00,167210,2022/08/18 00:44:30,,,J1772,public,,,,
-77.4152472,39.4274836000001,793,ELEC,Common Market Co-op 7th Street,927 West 7th Street,,Frederick,MD,21701,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,2,,SemaCharge Network,https://semaconnect.com/,39.4274836,-77.4152472,2022/08/18 00:00:00+00,167247,2022/08/18 00:33:12,,,J1772,public,,,FREE,
-76.062421,39.369022,794,ELEC,DPL - Betterton Town Hall Parking,100 Main Street,,Betterton,MD,21610,855-900-7584,,Public,24 hours daily,,,2,,Greenlots,http://greenlots.com/,39.369022,-76.062421,2022/08/18 00:00:00+00,167266,2022/08/18 01:39:45,,,J1772,public,,,,
-77.1153399999999,39.0550710000001,795,ELEC,Giant Food #125- Rockville Pike,12051 Rockville Pike,,Rockville,MD,20852,888-264-2208,,Public,6am-12am daily,,,2,,Volta,https://voltacharging.com/,39.055071,-77.11534,2022/05/05 00:00:00+00,167290,2022/05/05 20:22:04,,,J1772,public,,SHOPPING_MALL,,
-76.8371299999999,39.215494,796,ELEC,HOWARD COUNTY BLANDAIR PARK 2,5653 Oakland Mills Rd,,Columbia,MD,21045,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.215494,-76.83713,2022/08/18 00:00:00+00,167490,2022/08/18 01:19:26,,,J1772,public,,,,
-76.563948,39.2747210000001,797,ELEC,Canton Crossing - Tesla Supercharger,3501 Boston Street,,Baltimore,MD,21224,877-798-3752,,Public,"24 hours daily; for Tesla use only",,,,12,Tesla,https://www.tesla.com/supercharger,39.274721,-76.563948,2021/10/11 00:00:00+00,167576,2021/11/04 18:37:47,,,TESLA,public,,SHOPPING_MALL,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",
